11530,40080,?,148460,31760,28010,43030,165530,679470,?,?,18030,?,?,?,75150,66580,212660,190940,120410,55490,53350,13100,172080,26940,2189670,82670,82850,?,250870,?,24620,330830,32760,97330,1273460,8890,15910,?,59890,34620,44120,57680
10030,43560,?,161140,43590,23780,48850,196880,710020,?,?,18280,?,?,?,87430,70090,229740,266790,151280,63350,62040,14120,184580,23260,2368070,95320,94660,?,270720,?,37670,382720,41790,90380,1391430,6220,22160,?,46610,41930,58670,56150
12590,48070,?,173900,51630,24510,53220,217920,728670,?,?,21670,?,?,?,97840,60840,267860,331890,174490,76900,70730,15570,213560,21960,2583770,107270,111640,?,294020,?,55920,495970,47070,82810,1438010,8040,26680,?,52230,44160,63750,62610
12860,48720,?,177520,53010,23890,53510,221760,730290,?,?,21600,?,?,?,100300,62200,268030,333500,180280,81420,72650,16590,216730,20830,2655020,109270,112530,?,294030,?,60040,523260,47310,78780,1451090,7180,27720,?,49580,45900,65960,64730
12070,51400,320550,200550,61250,28950,59740,236890,697250,33460,?,19740,39410,7430,136060,114660,73520,295620,379430,209690,98470,58450,16930,195590,17880,2745910,120330,131450,?,323110,?,92090,601240,50330,57830,1420570,7570,35460,52660,38040,50540,81230,69550
12310,53760,326920,204990,65790,32240,61430,244960,702400,35850,?,19650,39860,6270,150230,118070,75270,305510,398390,216920,104050,61720,17450,200650,18100,2857180,126770,135980,?,327290,?,95830,623560,52500,54070,1443150,7210,38170,52940,36660,50030,85580,67410
13300,55980,326220,194830,73920,26430,66330,257700,676440,39270,318010,17510,41960,7120,211280,126610,68180,315470,415310,220870,125280,85330,17390,206720,20080,2986500,131890,148450,?,312140,3211590,85040,710200,56870,49530,1371050,5630,42750,43570,38900,45790,92740,51550
